,member_id,company_id,year_from,title,company_name
4925,121516439,11429963.0,2017.0,Founder & CEO,Over The Line
4926,121540256,57057557.0,2021.0,CEO and co-founder,Kinetic Automation
4927,121553435,10795223.0,2010.0,Co-Founder & Technical Strategist,CrowdOptic
4928,121555398,3832923.0,2013.0,Co-Founder and Consulting President,"i-BLADES, Inc."
4929,121569991,10957663.0,2016.0,Co-Founder and Managing Partner,Zelus Capital
4930,121579788,8874470.0,1997.0,"Co-founder, CEO, VP Marketing, VP Corp Dev, etc.",Ancestry
4931,121579801,4698865.0,2007.0,Co-Founder,Sunbay Logic
4932,121585880,10432302.0,2014.0,Founder & Chief Scientific Officer,Delinia
4933,121585966,5730441.0,2000.0,CEO and Founder,WestGlobal
4934,121587617,20108188.0,2005.0,co-founder and technology consultant,OptiSolar Inc
4935,121612288,1896933.0,2003.0,CEO & Co-founder,Chamilia
4936,121613262,4651595.0,1996.0,Co-founder / Vice-President,Stamps.com
4937,121647316,12797109.0,2018.0,Founder / Developer,TrooTag
4938,121671341,19581608.0,2018.0,Co-Founder,"Passionfruit, Inc."
4939,121684185,88486462.0,2022.0,"Founder, CEO & CTO",LuDALog
4940,121703689,206932.0,2011.0,Founder,Betterpath
4941,121710827,12254625.0,2022.0,Co-Founder and CEO,Stealth Mode Startup
4942,121716508,82707732.0,2021.0,Founder & CEO,Koala Health
4943,121724519,31479848.0,2020.0,Founder,GTS Consulting Services
4944,121737434,12497450.0,2007.0,Founder,"Smart Animal, Inc."
4945,121753371,12936832.0,2014.0,Founder,Riedel Creative
4946,121755827,8972994.0,2014.0,"Co-founder, CEO",AssetLab
4947,121756421,8650740.0,2011.0,Co-Founder / Chief Operating Officer,APX Labs
4948,121758099,21970642.0,2017.0,Founder & CEO,Quarter Muffin
4949,121767206,10550583.0,2011.0,Co-Founder,"Enzium, Inc."
4950,121770490,12005440.0,2017.0,Co-Founder,RevMedica
4951,121779714,12012473.0,2016.0,Co-Founder,Sportfolio.ai
4952,121783268,10857937.0,2012.0,President and Founder,Alma Sana Inc.
4953,121786429,12672143.0,2018.0,Co-Founder and Head of Product,Turaco
4954,121829665,30643561.0,2021.0,CTO & Co-founder,Gigasheet
4955,121859206,8776803.0,2013.0,Founder and COO,Avni.io
4956,121864274,4831191.0,1987.0,"Founder and President, Baseline/Studio Systems",New York Times Digital
4957,121864660,10931482.0,2016.0,Co-Founder,Rich Receipts
4958,121868226,88621415.0,2017.0,"Co-Founder, Co-CEO",Quantireal Inc.
4959,121875883,7121825.0,2003.0,"CEO, CTO, & Founder","Ras Labs, LLC"
4960,121892454,10678337.0,2016.0,Co-Founder & Chief,"Otto Robotics, Inc."
4961,121901312,5493987.0,2016.0,Co Founder,Markup
4962,121922908,31026328.0,2020.0,CTO and Co-Founder,Funnel IQ
4963,121932302,22561153.0,2013.0,Founder and President,SIMCON Solutions
4964,121935124,31821565.0,2020.0,Co-founder,"Watches for Good, Inc"
4965,121955723,1575600.0,2001.0,Cofounder and Managing Director,Cardinal Investment Advisors
4966,121962240,3806640.0,2016.0,"Senior Technical Architect, Co-Founder, CEO","Iteros, Inc."
4967,121997825,8698011.0,2013.0,Co-Founder and Chief Scientific Officer,"Aetion, Inc."
4968,122015971,3442896.0,2012.0,Manager: Brand Acquisition at Groupon Goods & Co-Founder of Groupon Basics,Groupon
4969,122028442,2890493.0,2014.0,Founder & Partner,The Room40 Group
4970,122035071,6931315.0,2014.0,Co-founder,DrivenData.org
4971,122037371,3599808.0,2005.0,Business Manager and Co-Founder,Innovex Systems LLC
4972,122045984,3950904.0,2011.0,CO-FOUNDER,SkyBlue LLC
4973,122051270,1077281.0,2010.0,Co-founder,ZBoard
4974,122055668,3673589.0,2016.0,Co-Founder and Director,"Integrated Yield Solutions, Inc."
4975,122058654,8529890.0,2004.0,Founder and CEO,LeapFILE
4976,122064227,435454.0,2009.0,Founder and Chief Scientist,Be Well Communication
4977,122074470,2811403.0,1989.0,"Founder, Chairman & CEO",Thermogenesis
4978,122097471,5946503.0,2014.0,Founder,ONE1STEP
4979,122106285,88397125.0,2022.0,Co-Founder,Talliez
4980,122113972,4521210.0,1987.0,Owner and Co-Founder,Sun Country Sports Center
4981,122138121,10889061.0,2017.0,Founder,The Lightning Lab LLC
4982,122154272,9515695.0,2008.0,Founder & Chief Executive Officer (CEO),F Cubed LLC
4983,122157527,2616245.0,2013.0,Co-Founder,Three and Seven LLC
4984,122168823,6616189.0,1982.0,CEO / Founder,Kern Laser Systems
4985,122226148,3835753.0,2012.0,Founder,Inspigo
4986,122274249,10416353.0,2016.0,Founder,"TextRanch, LLC."
4987,122285844,9532892.0,2007.0,Co-Founder / President and CEO (From 2007-2012),Franco Bicycles
4988,122322710,20284789.0,2015.0,"Co-Founder, Chairman","Flo Technologies, Inc."
4989,122374147,11730574.0,2016.0,"Chief Executive Officer, Co-Founder",Snap2Insight
4990,122376782,4836438.0,1995.0,Founder & Member of Board of Directors,NetIQ
4991,122386741,11919244.0,2016.0,Founder,CUE Audio
4992,122431513,1743730.0,2007.0,Designer / Co-Founder,Creative Session (www.creativesession.com)
4993,122447166,10004179.0,2014.0,Principal Architect/Co-Founder,"Lightcore Group, Inc."
4994,122492814,6013542.0,2015.0,Co Founder and CEO,Onkos Surgical
4995,122526336,7031471.0,2015.0,Founder and Managing Director,DEEVITA
4996,122529116,11979630.0,2016.0,Cofounder and CTO,Innovusion
4997,122535133,31321569.0,2019.0,Founder,Astral Engineering
4998,122555988,22612412.0,2019.0,Co-Founder & CEO,"Peal Display, Inc."
4999,122558464,4571611.0,2016.0,Founder,Skyview Consulting
5000,122566502,4314639.0,2005.0,Founder and Chief Scientist,SiTime Corporation
5001,122580043,5413884.0,2014.0,Founder and CEO,Meta - Google for your files
5002,122580531,7665758.0,2009.0,Founder,ProductCamp Atlanta
5003,122596139,27085610.0,2013.0,Co-founder,Springboard
5004,122599497,88381000.0,2021.0,Chief Executive Officer & Founder,Arihanta Academy
5005,122610768,26139790.0,2019.0,Co-Founder,qupid.ai
5006,122617592,10825471.0,2009.0,Co-Founder / Director of Litigation Support Operations,Modus eDiscovery
5007,122620741,12108504.0,2017.0,Co-Founder,Tonic
5008,122629932,20816095.0,2018.0,Chief Technology Officer and Founder,Canopy Audience
5009,122632342,88527394.0,2021.0,"Atmospherist, Designer, Speaker and Founder",Warmhouse Story
5010,122632427,7520159.0,2014.0,Founder,PrideShorts
5011,122633854,11948422.0,2020.0,Founder and CEO,Stealth
5012,122640377,4302322.0,2011.0,Founder + Creative Lead,SurfaceUnderFire
5013,122640871,33655035.0,2021.0,Founder,CodeRegi
5014,122661741,10957663.0,2016.0,Co-Founder and Managing Partner,Zelus Capital
5015,122709745,10460540.0,2013.0,"Co-Founder, Director of Services",mHUB
5016,122715423,688082.0,2005.0,"Founder, President & CEO","Veran Medical Technologies, Inc."
5017,122739437,5336728.0,2015.0,Co-founder & CTO,Metta VR
5018,122771777,5105059.0,2012.0,Founder and CTO,Mobileops Corporation - Acqu-hired by CA Technologies
5019,122773408,4433121.0,2006.0,"Co-founder, Chairman & CTO",Stratavia Corp
5020,122806714,2947182.0,2011.0,Co-founder and Chair of the Board,The Ada Initiative
5021,122812990,2059899.0,2010.0,"Cofounder, VP of Products & Field Engineering",CipherCloud
5022,122823059,3022269.0,2013.0,CEO & Co-founder,"Unscrambl, Inc"
5023,122832527,19932164.0,2018.0,Founder,Paul Sung Brands
5024,122834837,1557648.0,1998.0,Co-Founder and VP Product,CrossKnowledge
5025,122836224,365140.0,2007.0,Co-founder/COO,Brainfall Media
5026,122847389,6061390.0,2015.0,Founder,OnTheGrid
5027,122881953,23842530.0,2019.0,"Co-Founder, Engineering",Monte Carlo
5028,122892564,5992833.0,2014.0,Co-founder and CEO,Onward
5029,122971842,1142335.0,2012.0,"Co-Founder, COO","Polymer80, Inc."
5030,122973109,10551081.0,2014.0,Founder,iAsili Consulting
5031,122981856,1771427.0,2010.0,Co-Founder & COO,Clipik
5032,122986845,11013219.0,2016.0,President/Founder,Berkeley CodeBase
5033,122992058,560559.0,2009.0,Founder and CEO/CTO,Visible Vote
5034,123005028,6844375.0,2020.0,Founder & CEO,Stealth Mode Startup Company
5035,123014609,27262594.0,2020.0,Co-Founder,BALA Nurse Shoes
5036,123027477,9592848.0,2002.0,Co-founder,"Flickr/Ludicorp R & D, Ltd."
5037,123029964,7784435.0,2008.0,Founder and CTO,pix2o
5038,123040688,2678859.0,2013.0,CEO & Founder,TruInject
5039,123059135,1470808.0,1996.0,"Founder, CEO and Senior Architect",Coherent Technologies
5040,123077449,23840251.0,2008.0,"Vice President, Co-Founder",Marymoor Productions
5041,123105432,12009477.0,2013.0,Founder and CEO,Videastream
5042,123115402,11862766.0,2021.0,Co-founder & CEO,Stealth Startup
5043,123196329,6101565.0,2016.0,Co-founder/CEO,EmbraceFamily Health
5044,123235563,4672568.0,2009.0,"Founder, Wireless Semiconductor Components",Starman Electric
5045,123248760,27958103.0,2017.0,Co-Founder,Supply Samaritan
5046,123248846,11862766.0,2021.0,Co-Founder,Stealth Startup
5047,123262761,5910530.0,2004.0,Co-founder & CTO,Opelin Laboratories
5048,123264038,10458230.0,2012.0,Founder,NimbiCache
5049,123270898,7489158.0,2003.0,Founder & CEO,Relationals
5050,123275907,12533215.0,2018.0,Co-Founder & Chief Sensor Architect,ULTRASENSE SYSTEMS
5051,123276213,3124502.0,2008.0,Founder and leader of Strategic Management of Intellectual Property (IP),Qualcomm
5052,123279989,6572311.0,2014.0,Co Founder/Director of Product Development,Kids Go Co.
5053,123293892,1324053.0,2007.0,Founder & Director,Promethean Power Systems
5054,123363288,2986763.0,2009.0,"Co-Founder, CEO, Creative Director, Design Architect",URBANTAINER
5055,123375963,88610472.0,2021.0,Co-Founder,The Tan Brush
5056,123383907,88844943.0,2020.0,"Engineer, Co-founder",Port 9 Labs
5057,123388725,31778872.0,2017.0,Vice President and Co-founder,AMIA Clinical Informatics Fellows (ACIF)
5058,123453768,11910339.0,2009.0,"Co-Founder, Managing Director",Larkspur Energy Group
5059,123466612,6392910.0,2015.0,Co-Founder,"Elixir Labs, Inc"
5060,123469195,21396803.0,2019.0,CEO | CTO | Co-Founder,iryx
5061,123471336,12626321.0,2008.0,Founder,SquarePage
5062,123513801,11541431.0,2017.0,Founder,Magnetic North
5063,123536276,3613950.0,2015.0,Founder / CEO,inVia Robotics
5064,123543328,1006333.0,1999.0,"Director of UX, Co-Founder",HiringTools.com
5065,123604284,32576697.0,2014.0,Founder,Damani George Hair Studio
5066,123631967,8560384.0,2011.0,Co-founder,Panomon Inc.
5067,123700374,8968472.0,2012.0,Co-Founder,Atomwise
5068,123707623,3112901.0,2006.0,Founder and President,Yap Inc.
5069,123721735,5963756.0,2010.0,Co-Founder,One-Hot Gaming
5070,123751914,88626477.0,2021.0,Co-Founder,Backyard Bet
5071,123756300,11862766.0,2020.0,Co-Founder | CTO,Stealth Startup
5072,123787301,3252082.0,2013.0,Project Co-founder,Google
5073,123933320,7516680.0,2013.0,Co-founder & VP Product,Pencil Networks
5074,123939307,619440.0,2012.0,CTO & Co-Founder,Oink (Virtual Piggy)
5075,123940070,4920478.0,2010.0,"Co-Founder & Manager, Software Engineering","NVELO, Inc."
5076,123943261,27282334.0,2018.0,Founder and Chairman of the Board,Live Learn Innovate Foundation
5077,123975989,6852763.0,2015.0,Co-Founder and CTO & CFO,DrumSense LLC.
5078,124002172,2476717.0,2009.0,Founder and CEO,TuneSpring.com
5079,124006765,4439313.0,2009.0,Founder & CEO,"Smart Grid Billing, Inc."
5080,124012051,27963348.0,2013.0,Co-founder / Board Member,SLO UX
5081,124044758,22556340.0,2017.0,Founder,RecruiterMatch
5082,124072399,2954378.0,2006.0,Founder,The Mesh Networks
5083,124074128,7838298.0,1997.0,Founder,"Parallel Products Inc. 55 Berry St., Brooklyn"
5084,124080610,8856763.0,2003.0,Founder,"Arradiance, Inc."
5085,124080928,8856763.0,2003.0,"Founder, President and CEO",Arradiance
5086,124081052,88555338.0,2020.0,Founder and Head Luthier,Corzic Music
5087,124082708,6554979.0,2011.0,"Vice President, Engineering / Co-Founder",KNODE Inc.
5088,124137127,12254625.0,2019.0,"Chief Technology Officer, Founder",Stealth Mode Startup
5089,124148202,5014106.0,1999.0,Founder and Board Member,Newgistics
5090,124148886,8647703.0,2001.0,Co-Founder and CEO,Aeluros Inc
5091,124149723,11224677.0,2012.0,Co Founder,"VOLTMED, INC."
5092,124167708,10790471.0,2011.0,Founder and Chief Technology Officer,PetDesk
5093,124202999,82766315.0,2021.0,Founder,GROUNOW
5094,124203206,603034.0,2006.0,Chief Scientist And Co-Founder,"Veracode, Inc."
5095,124243226,12020889.0,2016.0,Founder,ThreeComma
5096,124260863,8316257.0,1999.0,Head of Professional Services and Sales | Founder,Armonie Software
5097,124267487,3246003.0,2011.0,Chief Operating Officer / Founder,AuditFile.com
5098,124271754,11774708.0,2007.0,Original Founder,VisualTargeting®
5099,124283435,4269432.0,2012.0,Founder,Simpler Products LLC
5100,124283963,5970192.0,2013.0,"Founder, President & CEO",Level Seven
5101,124293012,83229963.0,2021.0,Founder and CEO,Probably Something
5102,124311855,11862766.0,2012.0,Founder,Stealth Startup
5103,124331310,24519361.0,2017.0,Founder,"FevaTech, Inc."
5104,124332314,7343253.0,2007.0,"Founder, CEO & Chair",Renmatix
5105,124341490,88705329.0,2018.0,Founder,Modulys Technologies
5106,124350476,90139272.0,2023.0,Founder of Cyrus CCaaS Consulting Services,Cyrus CCaaS Consulting
5107,124373446,3126603.0,2008.0,Founder; Director of Research and Development,"QuantaLife, Inc."
5108,124373547,29369581.0,2014.0,Founder and Chairman of the Board,60 Acres Ltd
5109,124378583,11825305.0,1996.0,Sr. Engineering Manager & TRIZ Leader/Founder,Intel Corporation
5110,124420927,11596070.0,2004.0,"Co-founder, CEO",KYOS SYSTEMS INC.
5111,124440933,33432576.0,2019.0,"Co-Founder, VP Marketing and Product Definition",PI Semiconductor
5112,124463901,28918806.0,2018.0,Founder,AlwaysFull.us
5113,124500370,2657585.0,2014.0,Founder/President/CEO,The 3D Connectors
5114,124501707,5751382.0,2011.0,President - Founder,"We Cut The Glass, LLC"
5115,124513093,761662.0,2014.0,Co-founder and CTO,HR451
5116,124520976,4403073.0,1974.0,Founder/ CEO,Structural Group
5117,124548303,12494984.0,2018.0,Co-founder and President,Treynor Consulting
5118,124556477,10458711.0,2014.0,Founder,10 Letter Acronym LLC
5119,124556698,345556.0,1999.0,"Co-founder, Head, Product Development, VP, Product Design, Dir. Int'l Markets","BodyMedia, Inc."
5120,124557361,10725258.0,2015.0,CTO & Co-Founder,Quattro Networks
5121,124566757,12526788.0,2017.0,"CTO, Co-founder",Applied Intuition
5122,124574045,10815757.0,2005.0,Co-Founder & Research Director,"Gevo, Inc."
5123,124613062,11037956.0,2017.0,Co-Founder,Scimodo
5124,124614753,12405420.0,2017.0,Co-Founder and CTO,Tranquil Data
5125,124636755,4987075.0,2002.0,"Editor-in-Chief, Director of Public Relations, Co-Founder",College Prowler
5126,124653165,709943.0,2011.0,Co-founder,Viewfinder
5127,124668186,5311626.0,2000.0,CTO & Founder,MeshNetworks Inc
5128,124678984,10458743.0,2015.0,"CEO, Founder",Evolve Sports Nutrition
5129,124698881,33681345.0,2021.0,Founder,OrganOmics
5130,124702336,2648787.0,2006.0,"VP Tools & Software, CO-Founder",TierLogic Inc
5131,124724088,3603496.0,2016.0,Co-CEO and founder,innoPhore
5132,124737444,4360106.0,2006.0,Founder/CTO,Sitemasher.com
5133,124754374,10435298.0,2002.0,Founder & CEO,Careform
5134,124760624,12537909.0,2018.0,Founder,Art of Data
5135,124787748,11859610.0,2013.0,Founder & Managing Director,Christophe & Co
5136,124791467,28371046.0,2021.0,CTO & Co-Founder,REEKON Tools
5137,124798773,33374182.0,2021.0,Co-founder and CTO,Stealth Platform
5138,124840815,8337308.0,2014.0,Vice President and Cofounder,"LayerBio, Inc"
5139,124846420,4532521.0,2006.0,Co-Founder and Director of Financial Engineering,Structural Wealth Management LLC
5140,124854619,20726946.0,2019.0,"Founder, focusing on business and technology",bThere.ai
5141,124860615,5459462.0,1997.0,CEO and Co-founder,"Medsite, Inc"
5142,124885569,88581196.0,2022.0,Co-Founder & CTO,Xcimer Energy Company
5143,124890040,11426969.0,2006.0,"Co-founder and Vice-President, Operations","VaxPro, LLC"
5144,124908756,7716223.0,2011.0,Founder | Principal,Packet Research
5145,124915335,11074052.0,2017.0,Co-Founder and CEO,BruVue
5146,124917622,29287500.0,2020.0,Co-Founder,Boston Meats
5147,124928342,5560745.0,2010.0,Founder & CEO,Marketly
5148,124933968,82552818.0,2018.0,"Co-Founder, CEO",OMORPHO
5149,124960668,7467988.0,2014.0,Founder & CEO,"Ranial Systems, Inc."
5150,124993392,9140840.0,2015.0,Co-founder/CTO/Scientist,Antheia
5151,124994090,4207936.0,2009.0,"Chief Technology Officer, Co-founder",Spingate Technology
5152,125018123,10401836.0,2011.0,Co Founder and CEO,Alcresta Therapeutics
5153,125018677,8960545.0,2011.0,Co-founder & VP Product Management,Altiostar
5154,125019166,1114455.0,2005.0,Founder and CEO,"ZS Genetics, Inc."
5155,125040092,26462451.0,2019.0,Founder and CEO,Visdom Technologies Inc
5156,125054114,11655553.0,2016.0,Founder,VX Inc.
5157,125055216,64961709.0,2021.0,Founder,XCIX Create
5158,125084087,3018596.0,2018.0,Founder / Head (VP) of AI Products,UiPath
5159,125096624,8541429.0,2004.0,"President, Co-Founder, USA",LDR Spine
5160,125128516,12750597.0,1976.0,"Chm, CEO, Founder",KLA-Tencor
5161,125149003,8763347.0,2005.0,"Co-Founder, VP Products/Marketing, Board Member","Avvo, Inc."
5162,125153218,46472040.0,2021.0,Founder,Ferryhome
5163,125160488,3486931.0,2014.0,Co-Founder and Chief Operating Officer,Gimbal Inc.
5164,125165030,6784017.0,2013.0,Founder,Dreamotion Studios
5165,125169266,5223817.0,2009.0,"Founder and Leader of 1nnovation Therapy, a Design Thinking Community of Practice",Medtronic
5166,125174034,33008683.0,2019.0,Founder & President,Redbud Medicine
5167,125181913,8573050.0,2010.0,CTO and Co-Founder,Locate Corp
5168,125195242,82571952.0,2018.0,Founder,The SkyButler
5169,125211215,5417299.0,2005.0,"Co-Founder, CTO","MedShape Solutions, Inc."
5170,125215813,8498251.0,2014.0,Chapter Founder & Organizer and City Mentor,Ladies that UX
5171,125216570,23852036.0,2013.0,Co-Founder,R3Results
5172,125226531,3252427.0,2003.0,Founder and CTO,GraniteEdge Networks
5173,125261257,9483321.0,2013.0,Co-Founder / Bhass,Fat Point Brewing
5174,125299934,814488.0,2003.0,Founder,"High Road Biomedical, LLC"
5175,125309723,8412792.0,2013.0,President/Founder,"Library Of Medicine, LLC (www.LibraryOfMedicine.com)"
5176,125318276,8572011.0,2013.0,Co-Founder and CEO,Lion Semiconductor Inc
5177,125344478,6844375.0,2015.0,Cofounder,Stealth Mode Startup
5178,125355955,30507085.0,2020.0,Founder / Principal,"Nimble Autonomy, LLC"
5179,125356696,32668369.0,2020.0,Founder,The Appointment Scheduling & Booking Industry Association
5180,125360672,9480470.0,2015.0,"Founder, Chief Scientific Officer",Floragraph LLC
5181,125411068,3811401.0,2012.0,Co-Founder,Insight 2 Design
5182,125421216,6986958.0,2015.0,Co-Founder & CEO,DroneSense
5183,125422995,5830193.0,2012.0,Co-Founder & CTO,Whistle Labs
5184,125476698,2492433.0,2010.0,Cofounder & Product Manager,Tappedin
5185,125481049,32954407.0,2020.0,Co-Founder,Revision Autonomy
5186,125484091,5923606.0,2002.0,Founder and CTO,Optimi
5187,125487423,8827382.0,1990.0,Consultant & Founder,AcuSys/AcuData
5188,125491540,5711453.0,1994.0,"Founder, Fundraiser, CTO",WAM!NET
5189,125491569,3821918.0,1988.0,Vice President/Founder,"Instantiations, Inc"
5190,125505925,4547836.0,2013.0,Founder & CEO,Supirb Technologies
5191,125518337,29762845.0,2019.0,Cofounder & CEO,cogniDNA
5192,125582192,10939160.0,2017.0,Founder and Chief Science Officer,"Seraph Biosciences, Inc"
5193,125606367,11862766.0,2022.0,CEO & Founder,Stealth Startup
5194,125650201,24532623.0,2015.0,Co-Founder and Chief Architect,Grainite
5195,125667763,88531734.0,2021.0,Founder,Moonlane One
5196,125668349,12904189.0,2019.0,Co-Founder,Merit
5197,125684216,9527300.0,2000.0,"Product Manager, Cofounder",Fisheye
5198,125692458,5364540.0,2007.0,Co-Founder and CEO,Moblico
5199,125708401,27963711.0,2020.0,Founder & CEO,TieSet
5200,125715091,28092071.0,2020.0,"Co-Founder, COE and CTO","Jurybox Technologies, LLC"
5201,125720933,8014397.0,2006.0,Research Scientist and Co-founder,Pattern Insight
5202,125734763,89047729.0,2021.0,Founder & CTO,twoMatches
5203,125738845,5787837.0,2016.0,"VP Product and Scientific Affairs,  Co-founder",Wavelet Health
5204,125752823,7076912.0,2012.0,CEO/CTO and Co-Founder,"DigitalTree, Inc"
5205,125764668,24367314.0,2019.0,Co-Founder & CEO,"Saina Health, Inc"
5206,125783246,10778179.0,2014.0,Co-Founder,Clover Health
5207,125804174,32584386.0,2020.0,Co-Founder and CTO,Pencil
5208,125839783,30979035.0,2020.0,"Founder, President (Acquired)",Axenomic
5209,125876239,6798827.0,2008.0,Co-Founder and Chief Technology Officer,Dasient
5210,125916565,6029989.0,1996.0,"Co-Founder and VP, Technology",Oblix
5211,125920784,3690226.0,2007.0,Founder and CTO,Involver (Acquired by Oracle)
5212,125945182,9931238.0,2014.0,Founder & CEO,Scalefast
5213,125987066,10552303.0,2010.0,Founder,"Isidorey, LLC"
5214,126018943,12444911.0,2018.0,"CTO, Co-founder","CARLSMED, Inc."
5215,126118970,1850828.0,2015.0,Founder / Instructor,Code Camp
5216,126121449,1373356.0,2013.0,Co-Founder & VP of Sales and Operations,CrowdComfort
5217,126299891,83847835.0,2022.0,Co-Founder,LocalShift
5218,126311488,89840826.0,2023.0,"CEO, Cofounder",Arcus
5219,126351512,24469865.0,2020.0,Co-Founder & CFO,Cellgorithmics
5220,126380612,3805652.0,2009.0,Founder and CEO,Infield Health
5221,126415513,24226357.0,2019.0,CTO & Co-founder,Falkon AI
5222,126416588,9163962.0,2012.0,Co-founder and CEO,Natron Energy
5223,126417246,88353182.0,2022.0,Founder,Omni
5224,126454677,12343763.0,2018.0,Co-Founder,eian
5225,126488500,12889085.0,2019.0,Chief Operating Officer & co-founder,LifePlus
5226,126498687,29671161.0,2016.0,Co-Founder,"Science, Actually"
5227,126506418,7904670.0,2010.0,Co-founder,PlugWiz
5228,126513824,31126931.0,2005.0,Founder & CTO,Flukiest
5229,126524828,10849448.0,2014.0,Co-founder & CEO,Industrial Microbes
5230,126540904,88816386.0,2020.0,Founder and Managing Director,Edge
5231,126541582,11601719.0,2014.0,Co-Founder,Simulmedic
5232,126568307,5914927.0,1985.0,CEO/FOUNDER,Otis Technology
5233,126568901,10125296.0,2009.0,VP of R&D / Co-Founder,Resolution Development
5234,126570262,27352021.0,2018.0,Founder and CEO,nexTC Corporation
5235,126574794,9150050.0,2013.0,Cofounder | President,Asymmetrica Labs Inc.
5236,126609773,24535894.0,2018.0,Founder,Group Project
5237,126620726,2597320.0,2012.0,Cofounder,Threadlife
5238,126626600,23832252.0,2017.0,Co-Founder,Keto AI
5239,126660348,8270787.0,2005.0,Co-Founder and General Manager,LibreDigital
5240,126725270,6494177.0,2008.0,"Co-Founder, Vice President",Krypton Products
5241,126730440,11424003.0,2014.0,Co-Founder and Technical Advisor,FloraPulse
5242,126738178,32767393.0,2021.0,Co-Founder & CBDO,Ptolemay
5243,126763064,6199896.0,1996.0,Founder / President,Enginuity Works
5244,126794108,3279389.0,1997.0,"Co-founder, VP Products and Strategy",TPN Register (acquired by GXS)
5245,126798813,2063955.0,2003.0,Co-Founder,"Chicago.com, Inc."
5246,126810597,9247389.0,2014.0,Cofounder,Awake Networks
5247,126835057,5278205.0,2012.0,Founder and Director,Majik Medical Solutions Pvt. Ltd.
5248,126861662,8289140.0,2003.0,CEO & co-founder,Llamawerx Inc.
5249,126873749,7005620.0,2009.0,Cofounder and VP Product Development,DataFrameworks
5250,126911966,6979416.0,2013.0,Co-founder and CEO,DigiPuppets LLC
5251,126913888,11947249.0,2014.0,Co-Founder,Elixir Distribution
5252,126922502,11952398.0,2017.0,"Co-Founder, Engineering",Outcold Solutions
5253,126929322,359310.0,2001.0,President/CEO/Founder,"MOAEC, Inc. Billerica, MA"
5254,126931078,7479024.0,2013.0,Co-Founder,"Revolve Biotechnologies, Inc."
5255,126942456,9114256.0,2010.0,Founder & CTO,Argyle Social
5256,126947799,30985323.0,2018.0,Co-Founder and Chief Operating Officer,"RightFit Analytics, Inc."
5257,126953555,5228668.0,2008.0,Founder and CEO,Micronotes
5258,126987722,2590869.0,2014.0,CEO & Co Founder,TeraDeep
5259,127024590,9802623.0,1991.0,Founder and Chief Technology Officer,TeleTracking Technologies
5260,127038111,10459524.0,2012.0,Co Founder,47 LEADS
5261,127048708,3951557.0,2013.0,"Co-Founder, Design Lead",Savioke
5262,127087276,82759714.0,2021.0,Founder,PropelAuth
5263,127106978,2423137.0,2013.0,President and Co-Founder,TEN DIGIT Communications LLC
5264,127112937,84355764.0,2019.0,Founder and CLO,Airable Research Lab
5265,127117738,11022454.0,2015.0,President & Founder,UniVaultage LLC
5266,127136258,1315113.0,2009.0,Co-founder and investor,Pinpoint Pickup LLC
5267,127166122,175602.0,2014.0,CEO & Co-Founder,Bikebus Indoor Cycling
5268,127198693,25823818.0,2017.0,"CEO, Founder",Giant.AI
5269,127216710,11351034.0,2017.0,Co-Founder and President,Alfirin Technologies LLC
5270,127226834,5561736.0,2013.0,Founder/designer,Mean Design Studio
5271,127273882,24831370.0,2014.0,Co-founder & Senior Vice President-Oncology Research,Zentalis Pharmaceuticals
5272,127281363,20059123.0,2013.0,Co-Founder,"Niara, Inc."
5273,127299311,32026139.0,2017.0,Co-Founder,Precision Neuroscopics
5274,127336465,83969091.0,2013.0,Founder,"From A Birdie, Inc."
5275,127395481,6206215.0,1980.0,Founder and President,EXACT Systems Inc.
5276,127409568,1838213.0,2014.0,"Founder, President",CapabiliD LLC
5277,127419003,21254944.0,2017.0,Founder,Green Leaf Robotics
5278,127449698,33328045.0,2021.0,Co-Founder,SeekInvest
5279,127485655,22679837.0,2015.0,Co-Founder of Lilu and Chief Design Officer,"Lilu, Inc"
5280,127512060,8201910.0,2009.0,CEO & Co-Founder,Jargon Technologies
5281,127518028,11532094.0,2017.0,"Managing Director, Co-Founder",Ziel Process Solutions
5282,127582494,3550890.0,2001.0,Founder + Marketing Director,Inergi
5283,127596130,11455624.0,2017.0,Founder,Reviews from Friends
5284,127596795,4998688.0,2004.0,Co-founder and Designer,Neurio Technology Inc.
5285,127615852,69071.0,1985.0,"Founder, VP R&D, Director",BioControl Systems
5286,127695337,619631.0,2008.0,Founder,Very Intelligent Ecommerce Inc.
5287,127699731,8552511.0,2014.0,Chief Executive Officer and Founder,"LaunchPad Medical, LLC"
5288,127740033,83996740.0,2014.0,Founder,Growth Linked
5289,127759269,31205485.0,2020.0,Co-Founder,MitzvahStream
5290,127759339,357839.0,2012.0,Founder & CEO,BeWhimsy
5291,127760100,8015854.0,1994.0,Co-founder & Vice President of Marketing – Building the First Ever Social Media Monitoring Service,eWatch Inc. (Acquired by PRNewswire)
5292,127760665,3536017.0,2015.0,Founder and Lead Scientist,"Gobaga, LLC"
5293,127767578,10630853.0,2012.0,Founder and CEO,Elite Crest Technologies
5294,127769329,20969700.0,2022.0,"CoFounder, CTO",Daybreak LLC
5295,127770856,7699140.0,2004.0,President and co-Founder,PropertyBridge
5296,127773757,12538165.0,2018.0,Technical Co-Founder,"All Mental Health, Inc."
